,beta,tau,theta
0,9.999999999999961,9.999999999999998,7.5372202658721665
1,9.999999999999961,9.999999999999998,7.5372202658721665
2,9.999999999999961,9.999999999999998,7.5372202658721665
3,9.999999999999961,9.999999999999998,7.5372202658721665
4,9.999999999999961,9.999999999999998,7.5372202658721665
5,9.999999999999961,9.999999999999998,7.5372202658721665
6,9.999999999999961,9.999999999999998,7.5372202658721665
7,9.999999999999961,9.999999999999998,7.5372202658721665
8,9.999999999999961,9.999999999999998,7.5372202658721665
9,9.999999999999961,9.999999999999998,7.5372202658721665
10,9.999999999999961,9.999999999999998,7.5372202658721665
