,beta,tau
0,1.2102230246251566e-15,0.013193393939722842
1,1.2102230246251566e-15,0.013193393939722842
2,1.2102230246251566e-15,0.013193393939722842
3,1.2102230246251566e-15,0.013193393939722842
4,1.2102230246251566e-15,0.013193393939722842
5,1.2102230246251566e-15,0.013193393939722842
6,1.2102230246251566e-15,0.013193393939722842
7,1.2102230246251566e-15,0.013193393939722842
8,1.2102230246251566e-15,0.013193393939722842
9,1.2102230246251566e-15,0.013193393939722842
10,1.2102230246251566e-15,0.013193393939722842
