,beta,tau,theta
0,9.999999999997787,9.99999999999913,9.791042994483352
1,9.999999999997787,9.99999999999913,9.791042994483352
2,9.999999999997787,9.99999999999913,9.791042994483352
3,9.999999999997787,9.99999999999913,9.791042994483352
4,9.999999999997787,9.99999999999913,9.791042994483352
5,9.999999999997787,9.99999999999913,9.791042994483352
6,9.999999999997787,9.99999999999913,9.791042994483352
7,9.999999999997787,9.99999999999913,9.791042994483352
8,9.999999999997787,9.99999999999913,9.791042994483352
9,9.999999999997787,9.99999999999913,9.791042994483352
10,9.999999999997787,9.99999999999913,9.791042994483352
