,beta,tau,theta
0,9.999999999997103,9.999999999999371,9.729745446159972
1,9.999999999997103,9.999999999999371,9.729745446159972
2,9.999999999997103,9.999999999999371,9.729745446159972
3,9.999999999997103,9.999999999999371,9.729745446159972
4,9.999999999997103,9.999999999999371,9.729745446159972
5,9.999999999997103,9.999999999999371,9.729745446159972
6,9.999999999997103,9.999999999999371,9.729745446159972
7,9.999999999997103,9.999999999999371,9.729745446159972
8,9.999999999997103,9.999999999999371,9.729745446159972
9,9.999999999997103,9.999999999999371,9.729745446159972
10,9.999999999997103,9.999999999999371,9.729745446159972
