,beta,tau,theta
0,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
1,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
2,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
3,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
4,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
5,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
6,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
7,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
8,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
9,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
10,0.07278261646457516,0.06129476385140008,8.891035785465454e-09
