,beta,tau,length
0,1e-16,9.999999998608294,1.3564401000096034
1,1e-16,9.999999998608294,1.3564401000096034
2,1e-16,9.999999998608294,1.3564401000096034
3,1e-16,9.999999998608294,1.3564401000096034
4,1e-16,9.999999998608294,1.3564401000096034
5,1e-16,9.999999998608294,1.3564401000096034
6,1e-16,9.999999998608294,1.3564401000096034
7,1e-16,9.999999998608294,1.3564401000096034
8,1e-16,9.999999998608294,1.3564401000096034
9,1e-16,9.999999998608294,1.3564401000096034
10,1e-16,9.999999998608294,1.3564401000096034
