,beta,tau,theta
0,9.999999999998806,9.99999999999997,9.88057881647996
1,9.999999999998806,9.99999999999997,9.88057881647996
2,9.999999999998806,9.99999999999997,9.88057881647996
3,9.999999999998806,9.99999999999997,9.88057881647996
4,9.999999999998806,9.99999999999997,9.88057881647996
5,9.999999999998806,9.99999999999997,9.88057881647996
6,9.999999999998806,9.99999999999997,9.88057881647996
7,9.999999999998806,9.99999999999997,9.88057881647996
8,9.999999999998806,9.99999999999997,9.88057881647996
9,9.999999999998806,9.99999999999997,9.88057881647996
10,9.999999999998806,9.99999999999997,9.88057881647996
