,beta,tau,length
0,9.999999987835812,1.4570266131215315,9.999999999999172
1,9.999999987835812,1.4570266131215315,9.999999999999172
2,9.999999987835812,1.4570266131215315,9.999999999999172
3,9.999999987835812,1.4570266131215315,9.999999999999172
4,9.999999987835812,1.4570266131215315,9.999999999999172
5,9.999999987835812,1.4570266131215315,9.999999999999172
6,9.999999987835812,1.4570266131215315,9.999999999999172
7,9.999999987835812,1.4570266131215315,9.999999999999172
8,9.999999987835812,1.4570266131215315,9.999999999999172
9,9.999999987835812,1.4570266131215315,9.999999999999172
10,9.999999987835812,1.4570266131215315,9.999999999999172
