,beta,tau,theta
0,9.999999999999973,9.999999999999936,9.998429281564412
1,9.999999999999973,9.999999999999936,9.998429281564412
2,9.999999999999973,9.999999999999936,9.998429281564412
3,9.999999999999973,9.999999999999936,9.998429281564412
4,9.999999999999973,9.999999999999936,9.998429281564412
5,9.999999999999973,9.999999999999936,9.998429281564412
6,9.999999999999973,9.999999999999936,9.998429281564412
7,9.999999999999973,9.999999999999936,9.998429281564412
8,9.999999999999973,9.999999999999936,9.998429281564412
9,9.999999999999973,9.999999999999936,9.998429281564412
10,9.999999999999973,9.999999999999936,9.998429281564412
