,tau,length
0,0.00012610853393167927,0.23479929290472445
1,0.00012610853393167927,0.23479929290472445
2,0.00012610853393167927,0.23479929290472445
3,0.00012610853393167927,0.23479929290472445
4,0.00012610853393167927,0.23479929290472445
5,0.00012610853393167927,0.23479929290472445
6,0.00012610853393167927,0.23479929290472445
7,0.00012610853393167927,0.23479929290472445
8,0.00012610853393167927,0.23479929290472445
9,0.00012610853393167927,0.23479929290472445
10,0.00012610853393167927,0.23479929290472445
