,tau,theta
0,0.09857121977005011,1.3037312995924913e-08
1,0.09857121977005011,1.3037312995924913e-08
2,0.09857121977005011,1.3037312995924913e-08
3,0.09857121977005011,1.3037312995924913e-08
4,0.09857121977005011,1.3037312995924913e-08
5,0.09857121977005011,1.3037312995924913e-08
6,0.09857121977005011,1.3037312995924913e-08
7,0.09857121977005011,1.3037312995924913e-08
8,0.09857121977005011,1.3037312995924913e-08
9,0.09857121977005011,1.3037312995924913e-08
10,0.09857121977005011,1.3037312995924913e-08
