,beta,tau
0,7.316449660063517e-15,0.012952403395736323
1,7.316449660063517e-15,0.012952403395736323
2,7.316449660063517e-15,0.012952403395736323
3,7.316449660063517e-15,0.012952403395736323
4,7.316449660063517e-15,0.012952403395736323
5,7.316449660063517e-15,0.012952403395736323
6,7.316449660063517e-15,0.012952403395736323
7,7.316449660063517e-15,0.012952403395736323
8,7.316449660063517e-15,0.012952403395736323
9,7.316449660063517e-15,0.012952403395736323
10,7.316449660063517e-15,0.012952403395736323
