,beta,tau,theta
0,0.033894949754517775,0.009034249957550856,9.999999999964913
1,0.033894949754517775,0.009034249957550856,9.999999999964913
2,0.033894949754517775,0.009034249957550856,9.999999999964913
3,0.033894949754517775,0.009034249957550856,9.999999999964913
4,0.033894949754517775,0.009034249957550856,9.999999999964913
5,0.033894949754517775,0.009034249957550856,9.999999999964913
6,0.033894949754517775,0.009034249957550856,9.999999999964913
7,0.033894949754517775,0.009034249957550856,9.999999999964913
8,0.033894949754517775,0.009034249957550856,9.999999999964913
9,0.033894949754517775,0.009034249957550856,9.999999999964913
10,0.033894949754517775,0.009034249957550856,9.999999999964913
