,tau,length
0,0.0031964368233179277,0.0034170521072641627
1,0.0031964368233179277,0.0034170521072641627
2,0.0031964368233179277,0.0034170521072641627
3,0.0031964368233179277,0.0034170521072641627
4,0.0031964368233179277,0.0034170521072641627
5,0.0031964368233179277,0.0034170521072641627
6,0.0031964368233179277,0.0034170521072641627
7,0.0031964368233179277,0.0034170521072641627
8,0.0031964368233179277,0.0034170521072641627
9,0.0031964368233179277,0.0034170521072641627
10,0.0031964368233179277,0.0034170521072641627
