,beta,tau
0,1.2102230246251566e-15,0.013697678035014638
1,1.2102230246251566e-15,0.013697678035014638
2,1.2102230246251566e-15,0.013697678035014638
3,1.2102230246251566e-15,0.013697678035014638
4,1.2102230246251566e-15,0.013697678035014638
5,1.2102230246251566e-15,0.013697678035014638
6,1.2102230246251566e-15,0.013697678035014638
7,1.2102230246251566e-15,0.013697678035014638
8,1.2102230246251566e-15,0.013697678035014638
9,1.2102230246251566e-15,0.013697678035014638
10,1.2102230246251566e-15,0.013697678035014638
