,tau,length
0,1.2603740485617988e-06,0.20805179764054726
1,1.2603740485617988e-06,0.20805179764054726
2,1.2603740485617988e-06,0.20805179764054726
3,1.2603740485617988e-06,0.20805179764054726
4,1.2603740485617988e-06,0.20805179764054726
5,1.2603740485617988e-06,0.20805179764054726
6,1.2603740485617988e-06,0.20805179764054726
7,1.2603740485617988e-06,0.20805179764054726
8,1.2603740485617988e-06,0.20805179764054726
9,1.2603740485617988e-06,0.20805179764054726
10,1.2603740485617988e-06,0.20805179764054726
