,beta,tau
0,3.4306690738754697e-15,0.013745843802108849
1,3.4306690738754697e-15,0.013745843802108849
2,3.4306690738754697e-15,0.013745843802108849
3,3.4306690738754697e-15,0.013745843802108849
4,3.4306690738754697e-15,0.013745843802108849
5,3.4306690738754697e-15,0.013745843802108849
6,3.4306690738754697e-15,0.013745843802108849
7,3.4306690738754697e-15,0.013745843802108849
8,3.4306690738754697e-15,0.013745843802108849
9,3.4306690738754697e-15,0.013745843802108849
10,3.4306690738754697e-15,0.013745843802108849
