,trials,x,z,horizons,environment,id
0,0,2,0.23465010754664714,10,smooth,88
1,1,28,0.3304080254866764,10,smooth,88
2,2,29,0.0,10,smooth,88
3,3,26,0.6438602092037434,10,smooth,88
4,4,0,0.1842402778905793,10,smooth,88
5,5,18,0.4539544237243327,10,smooth,88
6,6,28,0.3304080254866764,10,smooth,88
7,7,29,0.0,10,smooth,88
8,8,8,0.8319437775363562,10,smooth,88
9,9,5,0.7067563107107095,10,smooth,88
10,10,14,0.8157744896305118,10,smooth,88
