,trials,x,z,horizons,environment,id
0,0,25,0.6663308945721169,5,rough,32
1,1,26,0.2812057871897938,5,rough,32
2,2,2,0.16301209158853924,5,rough,32
3,3,3,0.7400032605296465,5,rough,32
4,4,27,0.3082741355907949,5,rough,32
5,5,4,0.7182280016954184,5,rough,32
