,trials,x,z,horizons,environment,id
0,0,4,0.0,5,rough,73
1,1,3,0.07337515569897893,5,rough,73
2,2,3,0.07337515569897893,5,rough,73
3,3,4,0.0,5,rough,73
4,4,5,0.2716347551846297,5,rough,73
5,5,6,0.5053684940518911,5,rough,73
