,trials,x,z,horizons,environment,id
0,0,1,0.540702899966243,5,rough,60
1,1,8,0.23144634459345068,5,rough,60
2,2,4,0.4845952117805598,5,rough,60
3,3,15,0.7508467348717629,5,rough,60
4,4,29,0.6840458984348202,5,rough,60
5,5,16,0.7417863615468759,5,rough,60
