,trials,x,z,horizons,environment,id
0,0,5,0.34671594460775984,10,smooth,89
1,1,17,0.5463270812380823,10,smooth,89
2,2,18,0.6564911888878625,10,smooth,89
3,3,1,0.20957929942003273,10,smooth,89
4,4,10,0.751695372131809,10,smooth,89
5,5,6,0.6620576666663932,10,smooth,89
6,6,22,0.6703089586164483,10,smooth,89
7,7,23,0.6138283306580333,10,smooth,89
8,8,27,0.5645335547199085,10,smooth,89
9,9,2,0.07968234228659808,10,smooth,89
10,10,28,0.5928706377297247,10,smooth,89
