,trials,x,z,horizons,environment,id
0,0,13,0.041085626170292384,5,rough,74
1,1,14,0.23149236668841078,5,rough,74
2,2,14,0.23149236668841078,5,rough,74
3,3,15,0.07927695505244256,5,rough,74
4,4,14,0.23149236668841078,5,rough,74
5,5,14,0.23149236668841078,5,rough,74
