,trials,x,z,horizons,environment,id
0,0,21,0.9048837591118988,5,smooth,33
1,1,5,0.14173790767826183,5,smooth,33
2,2,6,0.0,5,smooth,33
3,3,9,0.4960656156447567,5,smooth,33
4,4,20,0.9992988013845073,5,smooth,33
5,5,25,0.5288230025012319,5,smooth,33
