,trials,x,z,horizons,environment,id
0,0,6,0.5169768169239033,5,rough,36
1,1,6,0.5169768169239033,5,rough,36
2,2,5,0.672823629937803,5,rough,36
3,3,4,0.5076397231616214,5,rough,36
4,4,3,0.6403648939946942,5,rough,36
5,5,3,0.6403648939946942,5,rough,36
