,trials,x,z,horizons,environment,id
0,0,25,0.7834730077799389,10,smooth,8
1,1,25,0.7834730077799389,10,smooth,8
2,2,25,0.7834730077799389,10,smooth,8
3,3,24,0.9459541684236629,10,smooth,8
4,4,24,0.9459541684236629,10,smooth,8
5,5,24,0.9459541684236629,10,smooth,8
6,6,25,0.7834730077799389,10,smooth,8
7,7,26,0.4471186908440719,10,smooth,8
8,8,26,0.4471186908440719,10,smooth,8
9,9,27,0.13241878686805494,10,smooth,8
10,10,28,0.0,10,smooth,8
