,trials,x,z,horizons,environment,id
0,0,12,0.7655780093565977,10,rough,58
1,1,13,0.6324338035085821,10,rough,58
2,2,13,0.6324338035085821,10,rough,58
3,3,14,0.8002557402236996,10,rough,58
4,4,14,0.8002557402236996,10,rough,58
5,5,13,0.6324338035085821,10,rough,58
6,6,13,0.6324338035085821,10,rough,58
7,7,13,0.6324338035085821,10,rough,58
8,8,14,0.8002557402236996,10,rough,58
9,9,13,0.6324338035085821,10,rough,58
10,10,12,0.7655780093565977,10,rough,58
