,trials,x,z,horizons,environment,id
0,0,7,0.2615081966665483,10,smooth,87
1,1,23,0.2643643571453962,10,smooth,87
2,2,4,0.3450315609830117,10,smooth,87
3,3,16,0.46732039732571495,10,smooth,87
4,4,13,0.3027283087901141,10,smooth,87
5,5,17,0.30728195113607204,10,smooth,87
6,6,23,0.2643643571453962,10,smooth,87
7,7,28,0.3652693076202102,10,smooth,87
8,8,18,0.0942191164806843,10,smooth,87
9,9,2,0.7519277778781661,10,smooth,87
10,10,27,0.36844793501629275,10,smooth,87
