,trials,x,z,horizons,environment,id
0,0,6,0.7506084765638589,10,smooth,9
1,1,5,0.5054816669017494,10,smooth,9
2,2,6,0.7506084765638589,10,smooth,9
3,3,6,0.7506084765638589,10,smooth,9
4,4,7,0.9557327198254492,10,smooth,9
5,5,6,0.7506084765638589,10,smooth,9
6,6,5,0.5054816669017494,10,smooth,9
7,7,4,0.403356998889531,10,smooth,9
8,8,5,0.5054816669017494,10,smooth,9
9,9,6,0.7506084765638589,10,smooth,9
10,10,7,0.9557327198254492,10,smooth,9
