,trials,x,z,horizons,environment,id
0,0,10,0.18944448938884098,10,smooth,79
1,1,11,0.1969136396249461,10,smooth,79
2,2,10,0.18944448938884098,10,smooth,79
3,3,10,0.18944448938884098,10,smooth,79
4,4,9,0.3812546501001692,10,smooth,79
5,5,8,0.5321925734850401,10,smooth,79
6,6,9,0.3812546501001692,10,smooth,79
7,7,8,0.5321925734850401,10,smooth,79
8,8,9,0.3812546501001692,10,smooth,79
9,9,8,0.5321925734850401,10,smooth,79
10,10,8,0.5321925734850401,10,smooth,79
