,AIC,BIC,Model,id,horizons,environment,t
38,34.51916952470712,34.12860743714122,WSLS,461,5,rough,0.2
39,29.82489646185963,29.43433437429373,WSLS,461,5,rough,0.4
40,28.72409481573401,28.33353272816811,WSLS,461,5,rough,0.6
41,29.824896474599278,29.434334387033378,WSLS,461,5,rough,0.8
42,23.611296676933176,23.220734589367275,WSLS,461,5,rough,0.0
43,29.824896461614692,29.43433437404879,WSLS,461,5,rough,0.2
44,52.4750867415877,52.777671834581746,WSLS,461,10,rough,0.2
45,29.824896461549876,29.434334373983976,WSLS,461,5,rough,0.4
46,29.824896461253246,29.434334373687346,WSLS,461,5,rough,0.6
47,34.51916952548169,34.1286074379158,WSLS,461,5,rough,0.8
48,34.51916952729679,34.12860743973089,WSLS,461,5,rough,0.0
49,24.55876829961055,24.168206212044648,WSLS,461,5,rough,0.2
50,29.824896463798233,29.434334376232332,WSLS,461,5,rough,0.4
