,AIC,BIC,Learning,Sampling,id,horizons,environment
41,38.39425969965251,37.22257343695481,GP,UCB,51,5,smooth
42,70.80975117188741,71.71750645086955,GP,UCB,52,10,rough
43,12.73459165997295,11.562905397275248,GP,UCB,53,5,rough
44,54.317383656611426,55.22513893559356,GP,UCB,54,10,rough
45,33.91574501308101,32.7440587503833,GP,UCB,55,5,rough
46,21.507430771445232,20.33574450874753,GP,UCB,56,5,rough
47,62.49694620179467,63.40470148077681,GP,UCB,57,10,rough
48,71.41257737648247,72.32033265546461,GP,UCB,58,10,rough
49,30.227255289564187,29.055569026866486,GP,UCB,59,5,rough
50,28.370961852211664,27.199275589513967,GP,UCB,5,5,smooth
51,23.75253950139509,22.580853238697394,GP,UCB,60,5,rough
52,12.734591715378833,11.562905452681136,GP,UCB,63,5,rough
53,32.08087282256573,30.909186559868033,GP,UCB,64,5,rough
54,26.552814386458465,25.381128123760767,GP,UCB,65,5,rough
55,37.392228986768075,36.22054272407037,GP,UCB,67,5,rough
56,38.944619138106006,37.77293287540831,GP,UCB,68,5,rough
57,56.47736164070547,57.385116919687604,GP,UCB,6,10,smooth
58,37.20401029954216,36.03232403684446,GP,UCB,70,5,rough
59,32.99347673049217,31.82179046779447,GP,UCB,72,5,rough
60,12.802394763324312,11.63070850062661,GP,UCB,73,5,rough
61,29.619635690583312,28.44794942788561,GP,UCB,74,5,rough
62,59.93390965665827,60.84166493564041,GP,UCB,75,10,smooth
63,42.51736634574296,43.425121624725094,GP,UCB,76,10,smooth
64,69.83430955993703,70.74206483891916,GP,UCB,77,10,smooth
65,68.00074195626678,68.90849723524892,GP,UCB,78,10,smooth
66,21.534482392832352,22.44223767181449,GP,UCB,79,10,smooth
67,69.23763532229437,70.1453906012765,GP,UCB,7,10,smooth
68,55.633155889449775,56.54091116843191,GP,UCB,80,10,smooth
69,42.704072342072735,43.61182762105487,GP,UCB,81,10,smooth
70,46.967494247694916,47.87524952667705,GP,UCB,82,10,smooth
71,49.507939164231864,50.415694443214,GP,UCB,83,10,smooth
72,43.505197201252585,44.41295248023472,GP,UCB,84,10,smooth
73,61.68634056385003,62.59409584283217,GP,UCB,85,10,smooth
74,15.694127792430388,16.601883071412527,GP,UCB,86,10,smooth
75,68.70331569368057,69.6110709726627,GP,UCB,87,10,smooth
76,58.38284229619633,59.29059757517847,GP,UCB,88,10,smooth
77,46.17737452645549,47.085129805437624,GP,UCB,89,10,smooth
78,69.83430955993703,70.74206483891916,GP,UCB,8,10,smooth
79,28.819549008243197,29.727304287225333,GP,UCB,9,10,smooth
80,12.73459165997295,11.562905397275248,GP,Entropy,0,5,smooth
81,58.49763810201573,59.405393380997864,GP,Entropy,10,10,rough
82,28.582788490855023,27.411102228157326,GP,Entropy,11,5,smooth
83,58.01708254154932,58.92483782053146,GP,Entropy,13,10,smooth
84,78.93092193727706,79.8386772162592,GP,Entropy,14,10,smooth
85,56.567681107436684,57.47543638641882,GP,Entropy,15,10,rough
86,37.29681689749108,36.12513063479338,GP,Entropy,16,5,rough
87,37.2623921502504,36.0907058875527,GP,Entropy,17,5,smooth
88,20.448532396176823,19.276846133479125,GP,Entropy,19,5,rough
89,69.97416260012417,70.88191787910633,GP,Entropy,1,10,rough
90,41.93911488035297,42.846870159335104,GP,Entropy,20,10,smooth
91,32.50686748837498,31.335181225677275,GP,Entropy,21,5,smooth
92,49.240967370422865,50.148722649405,GP,Entropy,24,10,smooth
93,27.114174405316387,25.942488142618686,GP,Entropy,25,5,smooth
94,36.06614051099483,34.89445424829713,GP,Entropy,27,5,smooth
95,38.230599393396766,39.1383546723789,GP,Entropy,28,10,smooth
96,21.53329977291593,20.36161351021823,GP,Entropy,29,5,smooth
97,59.79030461837594,60.69805989735808,GP,Entropy,2,10,smooth
98,67.37783480812959,68.28559008711173,GP,Entropy,30,10,smooth
99,39.87887954787323,38.707193285175535,GP,Entropy,31,5,smooth
100,27.5828105769442,26.4111243142465,GP,Entropy,32,5,rough
101,12.73459165997295,11.562905397275248,GP,Entropy,33,5,smooth
102,12.73459165997295,11.562905397275248,GP,Entropy,34,5,smooth
103,31.85999598140771,30.68830971871001,GP,Entropy,35,5,smooth
104,33.863720267447675,32.69203400474998,GP,Entropy,36,5,rough
105,69.72255052773119,70.63030580671332,GP,Entropy,37,10,smooth
106,25.789917223828933,24.618230961131232,GP,Entropy,38,5,smooth
107,19.61548193033965,18.44379566764195,GP,Entropy,39,5,rough
108,76.8229784718913,77.73073375087344,GP,Entropy,3,10,rough
109,37.09468735821639,35.92300109551869,GP,Entropy,40,5,smooth
110,34.766512506377325,33.59482624367963,GP,Entropy,41,5,rough
111,56.59099225448345,57.49874753346559,GP,Entropy,42,10,rough
112,72.3754176754395,73.28317295442163,GP,Entropy,43,10,smooth
113,13.708588518086497,12.5369022553888,GP,Entropy,44,5,rough
114,49.03521044467669,49.94296572365883,GP,Entropy,45,10,smooth
115,60.61704790122951,61.52480318021165,GP,Entropy,46,10,rough
116,69.83430955993703,70.74206483891916,GP,Entropy,47,10,smooth
117,58.960882839151026,59.86863811813316,GP,Entropy,48,10,rough
118,50.717794024135216,51.62554930311735,GP,Entropy,49,10,smooth
119,67.05411756202142,67.96187284100357,GP,Entropy,4,10,smooth
120,70.97392529327693,71.88168057225907,GP,Entropy,50,10,rough
121,38.394259699652515,37.22257343695482,GP,Entropy,51,5,smooth
122,70.8097511718874,71.71750645086954,GP,Entropy,52,10,rough
123,12.73459165997295,11.562905397275248,GP,Entropy,53,5,rough
124,54.317383647984265,55.2251389269664,GP,Entropy,54,10,rough
125,30.887331424516958,29.71564516181926,GP,Entropy,55,5,rough
126,21.50742734450105,20.33574108180335,GP,Entropy,56,5,rough
127,62.30171034094129,63.20946561992343,GP,Entropy,57,10,rough
128,71.00786700716672,71.91562228614886,GP,Entropy,58,10,rough
129,30.227255289616135,29.055569026918434,GP,Entropy,59,5,rough
130,28.370906706956138,27.199220444258437,GP,Entropy,5,5,smooth
131,22.1421198397458,20.970433577048098,GP,Entropy,60,5,rough
132,12.802394763324312,11.63070850062661,GP,Entropy,63,5,rough
133,32.08056021668084,30.90887395398314,GP,Entropy,64,5,rough
134,26.55256900112052,25.38088273842282,GP,Entropy,65,5,rough
135,37.21834732575904,36.04666106306134,GP,Entropy,67,5,rough
136,38.94461913811132,37.77293287541362,GP,Entropy,68,5,rough
137,56.47736163840646,57.38511691738859,GP,Entropy,6,10,smooth
138,37.204010296950784,36.03232403425308,GP,Entropy,70,5,rough
139,32.99347672618003,31.82179046348233,GP,Entropy,72,5,rough
140,13.345001896555871,12.17331563385817,GP,Entropy,73,5,rough
141,27.599457256386078,26.427770993688377,GP,Entropy,74,5,rough
142,59.93390965568921,60.84166493467135,GP,Entropy,75,10,smooth
143,37.44598131982171,38.35373659880385,GP,Entropy,76,10,smooth
144,69.83430955993703,70.74206483891916,GP,Entropy,77,10,smooth
145,67.97404418151949,68.88179946050163,GP,Entropy,78,10,smooth
146,21.534488263795982,22.44224354277812,GP,Entropy,79,10,smooth
147,69.23517043322265,70.14292571220479,GP,Entropy,7,10,smooth
148,55.633155880375895,56.54091115935803,GP,Entropy,80,10,smooth
149,38.96684933215813,39.87460461114026,GP,Entropy,81,10,smooth
150,46.96749424629894,47.87524952528108,GP,Entropy,82,10,smooth
151,43.64538239399162,44.553137672973754,GP,Entropy,83,10,smooth
152,38.74074543841682,39.64850071739896,GP,Entropy,84,10,smooth
153,60.16533063582541,61.07308591480755,GP,Entropy,85,10,smooth
154,15.457925858070185,16.365681137052324,GP,Entropy,86,10,smooth
155,68.70331569368057,69.6110709726627,GP,Entropy,87,10,smooth
156,56.36227437887984,57.270029657861976,GP,Entropy,88,10,smooth
157,45.17433392692462,46.082089205906755,GP,Entropy,89,10,smooth
158,69.83430955993703,70.74206483891916,GP,Entropy,8,10,smooth
159,23.411545726075687,24.319301005057824,GP,Entropy,9,10,smooth
160,38.94461913811138,37.77293287541368,GP,Explore,0,5,smooth
161,77.47856689766208,78.38632217664421,GP,Explore,10,10,rough
162,38.94461913811138,37.77293287541368,GP,Explore,11,5,smooth
163,75.90081583135816,76.8085711103403,GP,Explore,13,10,smooth
164,78.83605598424222,79.74381126322436,GP,Explore,14,10,smooth
165,77.59808148650237,78.5058367654845,GP,Explore,15,10,rough
166,38.94461913811138,37.77293287541368,GP,Explore,16,5,rough
167,47.12608574792174,45.954399485224044,GP,Explore,17,5,smooth
168,43.13131446465918,41.95962820196148,GP,Explore,19,5,rough
169,80.0830093884447,80.99076466742683,GP,Explore,1,10,rough
170,79.81071744158537,80.7184727205675,GP,Explore,20,10,smooth
171,41.170904837932426,39.99921857523473,GP,Explore,21,5,smooth
172,77.04395306696796,77.9517083459501,GP,Explore,24,10,smooth
173,40.4307176330023,39.259031370304605,GP,Explore,25,5,smooth
174,41.266701613421084,40.095015350723386,GP,Explore,27,5,smooth
175,80.65319913688823,81.56095441587037,GP,Explore,28,10,smooth
176,38.94461913811138,37.77293287541368,GP,Explore,29,5,smooth
177,89.48012033537977,90.3878756143619,GP,Explore,2,10,smooth
178,76.35952901771995,77.26728429670209,GP,Explore,30,10,smooth
179,43.361247259499635,42.18956099680194,GP,Explore,31,5,smooth
180,42.20973598957359,41.03804972687589,GP,Explore,32,5,rough
181,38.94461913811138,37.77293287541368,GP,Explore,33,5,smooth
182,38.94461913811138,37.77293287541368,GP,Explore,34,5,smooth
183,47.135100325216044,45.963414062518346,GP,Explore,35,5,smooth
184,38.94461913811138,37.77293287541368,GP,Explore,36,5,rough
185,69.83430955993703,70.74206483891916,GP,Explore,37,10,smooth
186,38.94461913811138,37.77293287541368,GP,Explore,38,5,smooth
187,38.94461913811138,37.77293287541368,GP,Explore,39,5,rough
188,80.85085514473685,81.75861042371899,GP,Explore,3,10,rough
189,41.137128122169955,39.96544185947226,GP,Explore,40,5,smooth
190,46.51535053343696,45.34366427073926,GP,Explore,41,5,rough
191,76.48466577451033,77.39242105349247,GP,Explore,42,10,rough
192,79.93585970705048,80.84361498603262,GP,Explore,43,10,smooth
193,43.62885065517759,42.45716439247989,GP,Explore,44,5,rough
194,77.04536629438336,77.9531215733655,GP,Explore,45,10,smooth
195,81.39022801893894,82.29798329792108,GP,Explore,46,10,rough
196,69.83430955993703,70.74206483891916,GP,Explore,47,10,smooth
197,79.9355454221349,80.84330070111703,GP,Explore,48,10,rough
198,79.47363085296514,80.38138613194728,GP,Explore,49,10,smooth
199,75.45414835932746,76.3619036383096,GP,Explore,4,10,smooth
200,78.01983609176817,78.9275913707503,GP,Explore,50,10,rough
201,41.57028959539449,40.398603332696794,GP,Explore,51,5,smooth
202,78.53312406194016,79.4408793409223,GP,Explore,52,10,rough
203,38.94461913811138,37.77293287541368,GP,Explore,53,5,rough
204,79.49203205779561,80.39978733677775,GP,Explore,54,10,rough
205,42.31659800593091,41.144911743233216,GP,Explore,55,5,rough
206,38.94461913811138,37.77293287541368,GP,Explore,56,5,rough
207,76.9509934513505,77.85874873033264,GP,Explore,57,10,rough
208,78.61939933806042,79.52715461704256,GP,Explore,58,10,rough
209,46.77208951798242,45.600403255284725,GP,Explore,59,5,rough
210,12.73459165997295,11.562905397275248,GP,UCB,0,5,smooth
211,58.49763810201572,59.40539338099786,GP,UCB,10,10,rough
212,28.582841129234826,27.411154866537125,GP,UCB,11,5,smooth
213,58.0170825619792,58.92483784096134,GP,UCB,13,10,smooth
214,78.93092193727708,79.83867721625921,GP,UCB,14,10,smooth
215,56.780973988881975,57.68872926786411,GP,UCB,15,10,rough
216,37.29682908719355,36.12514282449585,GP,UCB,16,5,rough
217,37.26239215025212,36.09070588755442,GP,UCB,17,5,smooth
218,21.926840333110693,20.755154070412992,GP,UCB,19,5,rough
219,69.95984969195004,70.86760497093218,GP,UCB,1,10,rough
220,41.94195174991264,42.84970702889478,GP,UCB,20,10,smooth
221,34.511780846314366,33.34009458361667,GP,UCB,21,5,smooth
222,49.24096737042287,50.14872264940501,GP,UCB,24,10,smooth
223,27.11419520788452,25.942508945186823,GP,UCB,25,5,smooth
224,36.85033740654259,35.678651143844895,GP,UCB,27,5,smooth
225,38.23059940052624,39.138354679508375,GP,UCB,28,10,smooth
226,21.533293291272308,20.36160702857461,GP,UCB,29,5,smooth
227,59.79030461838189,60.698059897364026,GP,UCB,2,10,smooth
228,67.37783481105166,68.28559009003379,GP,UCB,30,10,smooth
229,39.95585624143689,38.78416997873919,GP,UCB,31,5,smooth
230,27.58286855627829,26.411182293580588,GP,UCB,32,5,rough
231,12.73459165997295,11.562905397275248,GP,UCB,33,5,smooth
232,12.802394763323989,11.630708500626287,GP,UCB,34,5,smooth
233,31.859995982699367,30.68830972000167,GP,UCB,35,5,smooth
234,35.52987347852276,34.35818721582506,GP,UCB,36,5,rough
235,69.8343095598928,70.74206483887494,GP,UCB,37,10,smooth
236,25.78992599918026,24.618239736482558,GP,UCB,38,5,smooth
237,19.615498205052134,18.443811942354436,GP,UCB,39,5,rough
238,76.43087640816739,77.33863168714953,GP,UCB,3,10,rough
239,37.094687353720325,35.92300109102263,GP,UCB,40,5,smooth
240,34.76651250665156,33.59482624395386,GP,UCB,41,5,rough
241,51.03748257305894,51.945237852041075,GP,UCB,42,10,rough
242,72.3754176754395,73.28317295442163,GP,UCB,43,10,smooth
243,12.73459165997295,11.562905397275248,GP,UCB,44,5,rough
244,50.494130962087844,51.40188624106998,GP,UCB,45,10,smooth
245,60.617047901610334,61.52480318059247,GP,UCB,46,10,rough
246,69.83430955993703,70.74206483891916,GP,UCB,47,10,smooth
247,58.960882841416776,59.86863812039891,GP,UCB,48,10,rough
248,50.71779400925105,51.62554928823319,GP,UCB,49,10,smooth
249,67.0541175612094,67.96187284019153,GP,UCB,4,10,smooth
250,70.97392529302566,71.8816805720078,GP,UCB,50,10,rough
251,38.39425969965251,37.22257343695481,GP,UCB,51,5,smooth
252,70.80975117188741,71.71750645086955,GP,UCB,52,10,rough
253,12.73459165997295,11.562905397275248,GP,UCB,53,5,rough
254,54.317383656611426,55.22513893559356,GP,UCB,54,10,rough
255,33.91574501308101,32.7440587503833,GP,UCB,55,5,rough
256,21.507430771445232,20.33574450874753,GP,UCB,56,5,rough
257,62.49694620179467,63.40470148077681,GP,UCB,57,10,rough
258,71.41257737648247,72.32033265546461,GP,UCB,58,10,rough
259,30.227255289564187,29.055569026866486,GP,UCB,59,5,rough
260,28.370961852211664,27.199275589513967,GP,UCB,5,5,smooth
261,23.75253950139509,22.580853238697394,GP,UCB,60,5,rough
262,12.734591715378833,11.562905452681136,GP,UCB,63,5,rough
263,32.08087282256573,30.909186559868033,GP,UCB,64,5,rough
264,26.552814386458465,25.381128123760767,GP,UCB,65,5,rough
265,37.392228986768075,36.22054272407037,GP,UCB,67,5,rough
266,38.944619138106006,37.77293287540831,GP,UCB,68,5,rough
267,56.47736164070547,57.385116919687604,GP,UCB,6,10,smooth
268,37.20401029954216,36.03232403684446,GP,UCB,70,5,rough
269,32.99347673049217,31.82179046779447,GP,UCB,72,5,rough
270,12.802394763324312,11.63070850062661,GP,UCB,73,5,rough
271,29.619635690583312,28.44794942788561,GP,UCB,74,5,rough
272,59.93390965665827,60.84166493564041,GP,UCB,75,10,smooth
273,42.51736634574296,43.425121624725094,GP,UCB,76,10,smooth
274,69.83430955993703,70.74206483891916,GP,UCB,77,10,smooth
275,68.00074195626678,68.90849723524892,GP,UCB,78,10,smooth
276,21.534482392832352,22.44223767181449,GP,UCB,79,10,smooth
277,69.23763532229437,70.1453906012765,GP,UCB,7,10,smooth
278,55.633155889449775,56.54091116843191,GP,UCB,80,10,smooth
279,42.704072342072735,43.61182762105487,GP,UCB,81,10,smooth
280,46.967494247694916,47.87524952667705,GP,UCB,82,10,smooth
281,49.507939164231864,50.415694443214,GP,UCB,83,10,smooth
282,43.505197201252585,44.41295248023472,GP,UCB,84,10,smooth
283,61.68634056385003,62.59409584283217,GP,UCB,85,10,smooth
284,15.694127792430388,16.601883071412527,GP,UCB,86,10,smooth
285,68.70331569368057,69.6110709726627,GP,UCB,87,10,smooth
286,58.38284229619633,59.29059757517847,GP,UCB,88,10,smooth
287,46.17737452645549,47.085129805437624,GP,UCB,89,10,smooth
288,69.83430955993703,70.74206483891916,GP,UCB,8,10,smooth
289,28.819549008243197,29.727304287225333,GP,UCB,9,10,smooth
290,12.73459165997295,11.562905397275248,GP,Entropy,0,5,smooth
291,58.49763810201573,59.405393380997864,GP,Entropy,10,10,rough
292,28.582788490855023,27.411102228157326,GP,Entropy,11,5,smooth
293,58.01708254154932,58.92483782053146,GP,Entropy,13,10,smooth
294,78.93092193727706,79.8386772162592,GP,Entropy,14,10,smooth
295,56.567681107436684,57.47543638641882,GP,Entropy,15,10,rough
296,37.29681689749108,36.12513063479338,GP,Entropy,16,5,rough
297,37.2623921502504,36.0907058875527,GP,Entropy,17,5,smooth
298,20.448532396176823,19.276846133479125,GP,Entropy,19,5,rough
299,69.97416260012417,70.88191787910633,GP,Entropy,1,10,rough
300,41.93911488035297,42.846870159335104,GP,Entropy,20,10,smooth
301,32.50686748837498,31.335181225677275,GP,Entropy,21,5,smooth
302,49.240967370422865,50.148722649405,GP,Entropy,24,10,smooth
303,27.114174405316387,25.942488142618686,GP,Entropy,25,5,smooth
304,36.06614051099483,34.89445424829713,GP,Entropy,27,5,smooth
305,38.230599393396766,39.1383546723789,GP,Entropy,28,10,smooth
306,21.53329977291593,20.36161351021823,GP,Entropy,29,5,smooth
307,59.79030461837594,60.69805989735808,GP,Entropy,2,10,smooth
308,67.37783480812959,68.28559008711173,GP,Entropy,30,10,smooth
309,39.87887954787323,38.707193285175535,GP,Entropy,31,5,smooth
310,27.5828105769442,26.4111243142465,GP,Entropy,32,5,rough
311,12.73459165997295,11.562905397275248,GP,Entropy,33,5,smooth
312,12.73459165997295,11.562905397275248,GP,Entropy,34,5,smooth
313,31.85999598140771,30.68830971871001,GP,Entropy,35,5,smooth
314,33.863720267447675,32.69203400474998,GP,Entropy,36,5,rough
315,69.72255052773119,70.63030580671332,GP,Entropy,37,10,smooth
316,25.789917223828933,24.618230961131232,GP,Entropy,38,5,smooth
317,19.61548193033965,18.44379566764195,GP,Entropy,39,5,rough
318,76.8229784718913,77.73073375087344,GP,Entropy,3,10,rough
319,37.09468735821639,35.92300109551869,GP,Entropy,40,5,smooth
320,34.766512506377325,33.59482624367963,GP,Entropy,41,5,rough
321,56.59099225448345,57.49874753346559,GP,Entropy,42,10,rough
322,72.3754176754395,73.28317295442163,GP,Entropy,43,10,smooth
323,13.708588518086497,12.5369022553888,GP,Entropy,44,5,rough
324,49.03521044467669,49.94296572365883,GP,Entropy,45,10,smooth
325,60.61704790122951,61.52480318021165,GP,Entropy,46,10,rough
326,69.83430955993703,70.74206483891916,GP,Entropy,47,10,smooth
327,58.960882839151026,59.86863811813316,GP,Entropy,48,10,rough
328,50.717794024135216,51.62554930311735,GP,Entropy,49,10,smooth
329,67.05411756202142,67.96187284100357,GP,Entropy,4,10,smooth
330,70.97392529327693,71.88168057225907,GP,Entropy,50,10,rough
331,38.394259699652515,37.22257343695482,GP,Entropy,51,5,smooth
332,70.8097511718874,71.71750645086954,GP,Entropy,52,10,rough
333,12.73459165997295,11.562905397275248,GP,Entropy,53,5,rough
334,54.317383647984265,55.2251389269664,GP,Entropy,54,10,rough
335,30.887331424516958,29.71564516181926,GP,Entropy,55,5,rough
336,21.50742734450105,20.33574108180335,GP,Entropy,56,5,rough
337,62.30171034094129,63.20946561992343,GP,Entropy,57,10,rough
338,71.00786700716672,71.91562228614886,GP,Entropy,58,10,rough
339,30.227255289616135,29.055569026918434,GP,Entropy,59,5,rough
340,28.370906706956138,27.199220444258437,GP,Entropy,5,5,smooth
341,22.1421198397458,20.970433577048098,GP,Entropy,60,5,rough
342,12.802394763324312,11.63070850062661,GP,Entropy,63,5,rough
343,32.08056021668084,30.90887395398314,GP,Entropy,64,5,rough
344,26.55256900112052,25.38088273842282,GP,Entropy,65,5,rough
345,37.21834732575904,36.04666106306134,GP,Entropy,67,5,rough
346,38.94461913811132,37.77293287541362,GP,Entropy,68,5,rough
347,56.47736163840646,57.38511691738859,GP,Entropy,6,10,smooth
348,37.204010296950784,36.03232403425308,GP,Entropy,70,5,rough
349,32.99347672618003,31.82179046348233,GP,Entropy,72,5,rough
350,13.345001896555871,12.17331563385817,GP,Entropy,73,5,rough
351,27.599457256386078,26.427770993688377,GP,Entropy,74,5,rough
352,59.93390965568921,60.84166493467135,GP,Entropy,75,10,smooth
353,37.44598131982171,38.35373659880385,GP,Entropy,76,10,smooth
354,69.83430955993703,70.74206483891916,GP,Entropy,77,10,smooth
355,67.97404418151949,68.88179946050163,GP,Entropy,78,10,smooth
356,21.534488263795982,22.44224354277812,GP,Entropy,79,10,smooth
357,69.23517043322265,70.14292571220479,GP,Entropy,7,10,smooth
358,55.633155880375895,56.54091115935803,GP,Entropy,80,10,smooth
359,38.96684933215813,39.87460461114026,GP,Entropy,81,10,smooth
360,46.96749424629894,47.87524952528108,GP,Entropy,82,10,smooth
361,43.64538239399162,44.553137672973754,GP,Entropy,83,10,smooth
362,38.74074543841682,39.64850071739896,GP,Entropy,84,10,smooth
363,60.16533063582541,61.07308591480755,GP,Entropy,85,10,smooth
364,15.457925858070185,16.365681137052324,GP,Entropy,86,10,smooth
365,68.70331569368057,69.6110709726627,GP,Entropy,87,10,smooth
366,56.36227437887984,57.270029657861976,GP,Entropy,88,10,smooth
367,45.17433392692462,46.082089205906755,GP,Entropy,89,10,smooth
368,69.83430955993703,70.74206483891916,GP,Entropy,8,10,smooth
369,23.411545726075687,24.319301005057824,GP,Entropy,9,10,smooth
370,38.94461913811138,37.77293287541368,GP,Explore,0,5,smooth
371,77.47856689766208,78.38632217664421,GP,Explore,10,10,rough
372,38.94461913811138,37.77293287541368,GP,Explore,11,5,smooth
373,75.90081583135816,76.8085711103403,GP,Explore,13,10,smooth
374,78.83605598424222,79.74381126322436,GP,Explore,14,10,smooth
375,77.59808148650237,78.5058367654845,GP,Explore,15,10,rough
376,38.94461913811138,37.77293287541368,GP,Explore,16,5,rough
377,47.12608574792174,45.954399485224044,GP,Explore,17,5,smooth
378,43.13131446465918,41.95962820196148,GP,Explore,19,5,rough
379,80.0830093884447,80.99076466742683,GP,Explore,1,10,rough
380,79.81071744158537,80.7184727205675,GP,Explore,20,10,smooth
381,41.170904837932426,39.99921857523473,GP,Explore,21,5,smooth
382,77.04395306696796,77.9517083459501,GP,Explore,24,10,smooth
383,40.4307176330023,39.259031370304605,GP,Explore,25,5,smooth
384,41.266701613421084,40.095015350723386,GP,Explore,27,5,smooth
385,80.65319913688823,81.56095441587037,GP,Explore,28,10,smooth
386,38.94461913811138,37.77293287541368,GP,Explore,29,5,smooth
387,89.48012033537977,90.3878756143619,GP,Explore,2,10,smooth
388,76.35952901771995,77.26728429670209,GP,Explore,30,10,smooth
389,43.361247259499635,42.18956099680194,GP,Explore,31,5,smooth
390,42.20973598957359,41.03804972687589,GP,Explore,32,5,rough
391,38.94461913811138,37.77293287541368,GP,Explore,33,5,smooth
392,38.94461913811138,37.77293287541368,GP,Explore,34,5,smooth
393,47.135100325216044,45.963414062518346,GP,Explore,35,5,smooth
394,38.94461913811138,37.77293287541368,GP,Explore,36,5,rough
