,beta,tau,horizons,environment,id,t
128,1e-16,0.0137408737590767,10,rough,128,0.8
129,0.0206001287621522,0.0142105313723118,5,smooth,129,1.0
130,0.2025520364740791,0.0160619445244259,10,rough,130,0.6
131,1.2102230246251566e-15,0.0136976780350146,10,rough,131,0.8
132,1.7332338464211778,0.0175492884267825,10,rough,132,0.6
133,8.981784197001252e-15,0.0126560922897679,10,rough,133,0.0
134,0.2014189781666565,0.0159598788628052,10,rough,134,0.8
135,0.3700542851649869,0.0164132883694352,10,rough,135,0.6
136,6.551115123125783e-16,0.0132860257493928,10,rough,136,0.8
137,0.2299186358624245,0.0161941290901946,10,rough,137,0.6
138,0.0786170246887491,0.0153725244749603,10,rough,138,0.8
139,0.0101068301274871,0.0139033817431095,10,rough,139,0.6
140,0.0771988732821583,0.0156302207845583,10,rough,140,0.8
141,0.0039884525428291,0.0140193740671696,10,rough,141,0.6
142,1e-16,0.0137829195281847,10,rough,142,0.8
143,0.0074068731794186,0.0137129002252501,10,rough,143,0.6
144,0.0146957389196612,0.0138817718071005,10,rough,144,0.2
145,1e-16,0.0133911527263242,10,rough,145,0.8
146,0.0112811144213826,0.011493674808899,10,rough,146,0.6
147,1.1445726377458705,0.0174083323082658,10,rough,147,0.8
148,0.1862422461670072,0.0159196778642901,10,rough,148,0.6
149,0.6149023243926384,0.014413320236863,10,rough,149,0.8
150,0.1016980666524964,0.0158131818130492,10,rough,150,0.6
151,6.551115123125783e-16,0.0136561030802968,10,rough,151,0.8
152,0.418884849997065,0.0164628512958532,10,rough,152,1.0
153,3.4091672267255912,0.0005842677027785,5,rough,153,1.0
154,0.2321127856537587,0.0162872881375942,10,rough,154,1.0
155,0.0610138267872024,0.0153016723709382,10,rough,155,0.4
156,0.1254860004148212,0.0162024844860232,5,rough,156,1.0
157,0.1656089270948708,0.0162703384126928,5,rough,157,1.0
158,0.0759878993756597,0.0152854721512131,10,rough,158,1.0
159,0.0870223527651415,0.0156059782978147,10,rough,159,1.0
160,0.0928091421618322,0.0146334997606829,5,rough,160,1.0
161,7.316449660063517e-15,0.0132808448648975,5,smooth,161,1.0
162,0.188332893019278,0.0162016627534068,5,rough,162,1.0
163,0.1454495172523807,0.0164125832052953,5,rough,163,1.0
164,0.1076549511341158,0.0160873427545511,5,rough,164,1.0
165,0.0765271508555371,0.0159025989619239,5,rough,165,1.0
166,0.0315708624560319,0.0104770001402527,10,rough,166,0.0
167,0.0611374348284017,0.0157001417535275,5,rough,167,1.0
168,1.2102230246251566e-15,0.0132862117555544,5,rough,168,1.0
169,0.162896986756963,0.0160736356920161,10,smooth,169,1.0
170,0.0716845628658408,0.0153578706011615,5,rough,170,1.0
171,0.1806260403012944,0.0166049406152836,5,rough,171,1.0
172,0.5890372775423992,0.017573661601642,5,rough,172,1.0
173,0.1783321919513421,0.0160995752456328,10,smooth,173,1.0
174,0.3968653178431404,0.0166152176267604,10,smooth,174,1.0
175,1e-16,0.0132385317010109,10,smooth,175,1.0
176,0.0543350482593469,0.0147791035097045,10,smooth,176,1.0
177,6.551115123125783e-16,0.0137868534554925,10,rough,177,0.2
178,0.4164384370635622,0.0164182811402797,10,smooth,178,1.0
179,1e-16,0.0138697364487284,10,smooth,179,1.0
180,0.0341529119185513,0.0148448443923372,10,rough,180,0.4
181,0.1950571963152043,0.0161692486519983,10,rough,181,0.0
182,0.3004679344883927,0.0161883771553234,10,rough,182,0.2
183,0.1254950302424929,0.0117770654849986,10,rough,183,0.4
184,1.7653345369377349e-15,0.0135963733992123,10,rough,184,0.4
185,1e-16,0.0129999664250947,10,rough,185,0.0
186,0.2549430653831293,0.0160571454604375,10,rough,186,1.0
187,1.3373008000381152,0.0162719381507254,10,rough,187,0.2
188,6.206226635438361e-15,0.0133436440760638,10,rough,188,0.4
189,0.2277156782009211,0.0164127064091114,10,rough,189,0.0
190,0.0294538589652222,0.0141763069253804,10,rough,190,0.2
191,0.2340288036391292,0.0159843305935415,10,rough,191,0.4
192,0.0317386831749178,0.0136805715340816,10,rough,192,0.0
193,1.2866242797978718,0.0110862095780579,10,rough,193,0.2
194,1e-16,0.0137631903848507,10,rough,194,0.4
195,0.8950939181014795,0.0080897722713136,10,rough,195,0.0
196,0.3562813915290975,0.0165889570075989,10,rough,196,0.0
197,0.3057727031891434,0.0163315040990198,10,rough,197,0.2
198,1e-16,0.0133585958147526,10,rough,198,0.4
199,0.0451941379220117,0.0149020794803767,10,rough,199,0.0
200,0.1151738931253005,0.0156615141745759,10,rough,200,0.2
201,0.0014171910006245,0.0137260752069813,10,rough,201,0.4
202,0.2704160075163193,0.0068271244035673,10,rough,202,0.0
203,0.1876357359042952,0.016086335209023,10,rough,203,0.2
204,0.176496844786242,0.0160952038316154,10,rough,204,0.4
205,1e-16,0.0131675215393984,10,rough,205,0.0
206,0.2111288397356721,0.0160610225992986,10,rough,206,0.2
207,0.2664704258257651,0.016356336772655,10,rough,207,0.2
208,0.1050480018459416,0.0158525645129826,10,rough,208,0.4
209,0.2041830210000312,0.0161261046103595,10,rough,209,0.0
210,1.2102230246251566e-15,0.0135981685050285,10,rough,210,0.2
211,1e-16,0.0134817269139232,10,rough,211,0.4
212,0.0697333879273704,0.0155036089046368,10,rough,212,0.0
213,6.551115123125783e-16,0.0131386109451643,10,rough,213,0.2
214,1.747277931163949,0.0161652548033365,10,rough,214,0.4
215,0.0646881414976048,0.0155017035027361,10,rough,215,0.0
216,0.0233786242813844,0.0139047024674838,10,rough,216,0.2
217,1e-16,0.0135589273259069,10,rough,217,0.4
218,1e-16,0.0138647102120055,10,rough,218,0.4
219,1e-16,0.0132967710613785,10,rough,219,0.0
220,0.1297014697720689,0.0159491316975003,5,smooth,220,1.0
221,1.0004864390725392,0.0172924734133007,10,smooth,221,1.0
222,1.2102230246251566e-15,0.0131933939397228,10,smooth,222,1.0
223,0.0620899568785966,0.0154118481958399,10,rough,223,1.0
224,0.1483236848007431,0.0153468245322048,5,rough,224,1.0
225,0.001612691056579,0.0137869277396708,5,smooth,225,1.0
226,0.1833829496160078,0.0163989596588222,5,rough,226,1.0
227,0.1789372257060335,0.0161568572335436,10,rough,227,1.0
228,0.0142338746221294,0.0145202570891973,10,rough,228,0.0
229,0.0796687173865446,0.0154442165944402,10,smooth,229,1.0
230,6.551115123125783e-16,0.0138632948434831,5,smooth,230,1.0
231,2.4719036034912243,0.0072749787651672,10,smooth,231,1.0
232,2.8755575615628918e-15,0.0133835986298331,5,smooth,232,1.0
233,1e-16,0.013750976696193,5,smooth,233,1.0
234,1.1809116388966534,0.010792674988151,10,smooth,234,1.0
235,0.8657009576777298,0.0179131178848891,5,smooth,235,1.0
236,0.0448044981580781,0.0146908992446466,10,smooth,236,1.0
237,0.016498667350321,0.0139716087751563,5,rough,237,0.2
238,0.0403445804614456,0.0153064161955241,5,rough,238,0.4
239,0.1576967592320312,0.0160672973018039,10,rough,239,0.2
240,1.2102230246251566e-15,0.0134850549024191,5,rough,240,0.6
241,0.0334222840820997,0.0130200619133192,5,rough,241,0.8
242,0.0598715465304417,0.0157940910737243,5,rough,242,0.0
243,0.1261422848970534,0.0154405001702957,5,rough,243,0.2
244,2.9520910152566655e-14,0.0129591225566145,5,rough,244,0.4
245,6.206226635438361e-15,0.0137609190100513,5,rough,245,0.6
246,0.0615202588963327,0.0156252499631255,5,rough,246,0.8
247,1.2882532525633306,0.0180152657659872,5,rough,247,0.0
248,1e-16,0.0131243087136246,5,rough,248,0.2
249,0.548986339013597,0.0077172039844781,5,rough,249,0.4
250,0.0130569401751785,0.0143047561418902,10,rough,250,0.4
251,1e-16,0.013685027483183,5,rough,251,0.6
252,0.0235529291441106,0.0041733645538328,5,rough,252,0.8
253,0.3115423376055521,0.0169300856987953,5,rough,253,0.0
254,1e-16,0.0137443553777156,5,rough,254,0.2
255,0.6220079770074284,0.0169558969538159,5,rough,255,0.4
256,0.8967993462730263,0.0174170069419461,5,rough,256,0.6
257,6.551115123125783e-16,0.0137901962169263,5,rough,257,0.8
258,1e-16,0.0135181852187178,5,rough,258,0.0
259,0.3094582328458246,0.0167208262071273,5,rough,259,0.2
260,0.2799865299568111,0.0161051347763875,5,rough,260,0.4
261,0.1191405921811329,0.0156304313190126,10,rough,261,0.0
262,0.0079388303447564,0.0138972565548962,10,smooth,262,0.2
263,0.6077550922138715,0.0164625477372649,10,smooth,263,0.4
264,6.939560952877399,0.0049991691336083,10,smooth,264,0.6
265,0.0117517506277221,0.0139954823480227,10,smooth,265,0.8
266,0.1142066395248121,0.015806338987297,10,smooth,266,0.0
267,7.316449660063517e-15,0.0129524033957363,10,smooth,267,0.2
268,0.0238529376254193,0.0145799287262699,10,smooth,268,0.4
269,1.5305331459645428,0.017353106132369,10,smooth,269,0.6
270,0.0227883922086459,0.014009849573235,10,smooth,270,0.8
271,1e-16,0.013364090000087,10,smooth,271,0.0
272,0.1702955528315365,0.0159065141551757,10,smooth,272,0.2
273,0.1084690598413169,0.0156093727963286,10,smooth,273,0.4
274,0.1581693028198106,0.0158349380164613,10,smooth,274,0.6
275,0.0583628895260186,0.0149952200005538,10,smooth,275,0.8
276,0.3599264025983768,0.0161905552324144,10,smooth,276,0.0
277,3.985780586188048e-15,0.0132924045566197,10,smooth,277,0.2
278,0.2111611384961749,0.014980615825681,10,smooth,278,0.4
279,2.8755575615628918e-15,0.0127984755993627,10,smooth,279,0.6
280,0.0310071553060215,0.014467720123027,10,smooth,280,0.8
281,0.2741917817442225,0.0162353668019,10,smooth,281,0.0
282,0.5041539903207921,0.0167190516112104,10,smooth,282,0.2
283,0.0607163995492599,0.0148943623143417,10,smooth,283,0.4
284,0.555690527750778,0.0167754642558577,10,smooth,284,0.6
285,0.2368868480164322,0.0160555750313746,10,smooth,285,0.8
286,0.2537358214762659,0.0163915831002288,10,smooth,286,0.0
287,0.5662768905751304,0.0166527282592716,10,smooth,287,0.2
288,6.551115123125783e-16,0.0136987901287933,10,smooth,288,0.4
289,0.1470528607097616,0.015677921937739,10,smooth,289,0.6
290,0.0416294928251876,0.0146501489900148,10,smooth,290,0.8
291,0.1095222343527358,0.0154499566305367,10,smooth,291,0.0
292,0.2470680249793156,0.0163057708622289,10,smooth,292,0.2
293,0.0158549714920509,0.0131374683579766,10,smooth,293,0.4
294,0.1096624992174706,0.0155586210803327,10,smooth,294,0.6
295,0.3992475014196129,0.0165459105518368,10,smooth,295,0.8
296,1e-16,0.0122322500297096,10,smooth,296,0.0
297,0.0209409746799306,0.0141988382912667,10,smooth,297,0.2
298,0.3455612360461847,0.0164921083759429,10,smooth,298,0.4
299,0.0553972609363624,0.0150191517383275,10,smooth,299,0.6
300,0.0675896434606261,0.0153521145762592,10,smooth,300,0.8
301,0.0526962282745347,0.0155707793287269,10,smooth,301,0.0
302,0.0299901725212915,0.0146147702186084,10,smooth,302,0.2
303,0.1933808698746448,0.0161712928623287,10,smooth,303,0.4
304,0.2094755961539053,0.0161557712700933,10,smooth,304,0.6
305,0.1770205139962539,0.0160734440326705,10,smooth,305,0.8
306,1.227534122306693,0.0168701319689463,10,smooth,306,0.0
307,1e-16,0.0132429637457144,10,smooth,307,0.2
308,0.0456872560905397,0.0147453847160001,10,smooth,308,0.4
309,0.2836174296412681,0.0163620941932958,10,smooth,309,0.6
310,0.5167132359541655,0.0163558215491661,10,smooth,310,0.8
311,5.096003610813205e-15,0.0141486648644701,10,smooth,311,0.0
312,1e-16,0.013676313456939,10,smooth,312,0.2
313,0.111632672978389,0.0153875271266419,10,smooth,313,0.4
314,0.1317655947932778,0.0156875302620802,10,smooth,314,0.6
315,1.176773079430551,0.0168616548234985,10,smooth,315,0.8
316,0.149426389402192,0.0156800200178326,10,smooth,316,0.0
317,2.0854067266629306,0.0129757117774532,10,smooth,317,0.2
318,0.4025515973002925,0.0165700963024635,10,smooth,318,0.4
319,0.6556594956510726,0.0022875771491693,10,smooth,319,0.6
320,0.0439807107561524,0.0148678910534717,10,smooth,320,0.8
321,0.0052567899577,0.0145748846086169,10,smooth,321,0.0
322,0.2646349552286465,0.016319271659363,10,smooth,322,0.2
323,0.8701467518538187,0.0167996346612826,10,smooth,323,0.4
324,0.2484905919331682,0.0162651399455005,10,smooth,324,0.6
325,0.1515777832812643,0.0157026546273182,10,smooth,325,0.8
326,0.0709799203222789,0.0131161988642559,10,smooth,326,0.0
327,3.985780586188048e-15,0.0138670851791728,10,smooth,327,0.2
328,0.0147877184664725,0.0136632360914408,10,smooth,328,0.4
329,0.4607490336782972,0.0164812334273357,10,smooth,329,0.6
330,0.7680938232399888,0.0168282342414955,10,smooth,330,0.8
331,0.1030750236616552,0.015688369079096,10,smooth,331,0.0
332,0.0930553642533894,0.0157398479573368,10,smooth,332,0.2
333,0.029520925241855,0.0148092574542414,10,smooth,333,0.4
334,0.2752121047618806,0.0163350968828452,10,smooth,334,0.6
335,1.1987740130942677,0.0175918128764697,10,smooth,335,0.8
336,2.8755575615628918e-15,0.0131517243285262,10,smooth,336,0.0
337,0.0211588861522117,0.0139307652655874,10,smooth,337,0.2
338,0.2917175844057297,0.0163252117335494,10,smooth,338,0.4
339,1.5471512915580663,0.0180551003918784,10,smooth,339,0.6
340,0.0468774981189446,0.0153095244435015,10,smooth,340,0.8
341,0.0362416996332394,0.0145888395158845,10,smooth,341,0.0
342,0.0339146486044629,0.0148444110192381,10,smooth,342,0.2
343,0.1739513631546597,0.0159363585741668,10,smooth,343,0.4
344,3.985780586188048e-15,0.0143323378551686,10,smooth,344,0.6
345,0.6742023536637355,0.016457173220652,10,smooth,345,0.8
346,2.8755575615628918e-15,0.0135701708597708,10,smooth,346,0.0
347,0.1085612015482363,0.0156724626665228,10,smooth,347,0.2
348,1e-16,0.0135556412909311,10,smooth,348,0.4
349,0.7031517950749834,0.0168707969805404,10,smooth,349,0.6
350,1e-16,0.0134529302130094,10,smooth,350,0.8
351,0.3795921229192285,0.016255618791255,10,smooth,351,0.0
352,0.0150639615584786,0.014169193609902,10,smooth,352,0.2
353,0.0157770831488447,0.0136339413016596,10,smooth,353,0.4
354,3.5993814445824417,0.0125463495731615,10,smooth,354,0.6
355,0.0556005454885467,0.0124606837410918,10,smooth,355,0.8
356,0.0174847794247274,0.0144879357428685,10,smooth,356,0.0
357,0.307946748633915,0.0164054593746033,10,smooth,357,0.2
358,0.5026888280180087,0.0165961645765201,10,smooth,358,0.4
359,0.0368787351538908,0.0145131200681354,10,smooth,359,0.6
360,1e-16,0.0135830457353065,10,smooth,360,0.8
361,0.0591196358050539,0.0152632550190513,10,smooth,361,0.0
362,0.1612574454143091,0.0156246569695351,5,smooth,362,0.2
363,1e-16,0.0133262810544982,5,smooth,363,0.4
364,0.0604323112418532,0.0153358151423983,5,smooth,364,0.6
365,1e-16,0.0138609927725808,5,smooth,365,0.8
366,0.0130525692944534,0.0125399528969928,5,smooth,366,0.0
367,0.2594337923513868,0.0160477142683558,5,smooth,367,0.2
368,0.0706000437954769,0.0157062980439366,5,smooth,368,0.4
369,0.68936448385585,0.0170317085276762,5,smooth,369,0.6
370,0.065044695862504,0.0154183162201183,5,smooth,370,0.8
371,0.0420172500340011,0.0155001870733407,5,smooth,371,0.0
372,0.3060996492726282,0.0166099630045503,5,smooth,372,0.2
373,1.1007733739100622,0.0178972947228673,5,smooth,373,0.4
374,0.9297858196714638,0.0177666279195238,5,smooth,374,0.6
375,2.8755575615628918e-15,0.0135109186184851,5,smooth,375,0.8
376,2.320446049250313e-15,0.0137504349081591,5,smooth,376,0.0
377,0.0097064339488934,0.0135107436420257,5,smooth,377,0.2
378,0.0713540560604959,0.0157929910278426,5,smooth,378,0.4
379,1e-16,0.0138438560579102,5,smooth,379,0.6
380,0.0663971596150587,0.0155862111797079,5,smooth,380,0.8
381,3.985780586188048e-15,0.0137445155909416,5,smooth,381,0.0
382,2.116607900363717,0.0176848352849285,5,smooth,382,0.2
383,0.4566353041522526,0.0166926744916957,5,smooth,383,0.4
384,1e-16,0.01383705652034,5,smooth,384,0.6
385,1e-16,0.0137089150578629,5,smooth,385,0.8
386,1e-16,0.0134596630432133,5,smooth,386,0.0
387,0.8123083299674195,0.0173175318585884,5,smooth,387,0.2
388,0.7582356894481153,0.0170382757172622,5,smooth,388,0.4
389,0.1573171989891121,0.0161573716071934,5,smooth,389,0.6
390,0.1596027388361743,0.0163225669528511,5,smooth,390,0.8
391,1.2102230246251566e-15,0.0115755354443703,5,smooth,391,0.0
392,0.2309054366960318,0.0164287786331058,5,smooth,392,0.2
393,6.551115123125783e-16,0.0130588219314598,5,smooth,393,0.4
394,1.2102230246251566e-15,0.0134014679557077,5,smooth,394,0.6
395,0.0574886708413403,0.0147158668912334,5,smooth,395,0.8
396,0.0151209314432227,0.0134937146301395,5,smooth,396,0.0
397,0.1847654132186322,0.0159522914167449,5,smooth,397,0.2
398,0.1489712563599949,0.0164894747899875,5,smooth,398,0.4
399,6.551115123125783e-16,0.0135443527354501,5,smooth,399,0.6
400,0.0529988293082268,0.0147840874187433,5,smooth,400,0.8
401,1.7653345369377349e-15,0.0135847292072583,5,smooth,401,0.0
402,1.1202230246251563e-14,0.0121141442471862,5,smooth,402,0.2
403,2.015276910513726,0.0121789679889651,5,smooth,403,0.4
404,0.046520471450936,0.0152223811060482,5,smooth,404,0.6
405,0.2642631853766798,0.0168259212823646,5,smooth,405,0.8
406,0.0447055404277108,0.0150798023634641,5,smooth,406,0.0
407,0.7604233062086064,0.0171023793274161,5,smooth,407,0.2
408,1e-16,0.0137811423868046,5,smooth,408,0.4
409,0.0942574703128491,0.0159875834222895,5,smooth,409,0.6
410,1e-16,0.0135411284539794,5,smooth,410,0.8
411,0.4024280183871138,0.0169363696493702,5,smooth,411,0.0
412,6.551115123125783e-16,0.0138147656424276,5,smooth,412,0.2
413,2.505131741030969,0.017971481837576,5,smooth,413,0.4
414,1e-16,0.0137695146367223,5,smooth,414,0.6
415,0.0907620867118403,0.0156376999571723,5,smooth,415,0.8
416,2.320446049250313e-15,0.0132972976649637,5,smooth,416,0.0
417,1e-16,0.0138281580939804,5,smooth,417,0.2
418,0.2640257347792808,0.0164904579021175,5,smooth,418,0.4
419,1.2297537887262355,0.0149601180816484,5,smooth,419,0.6
420,0.1834716065012943,0.0163225811716112,5,smooth,420,0.8
421,0.5452120625168995,0.0166054915762998,5,smooth,421,0.0
422,0.1750166794974146,0.0163401695299681,5,smooth,422,0.2
423,2.299489106977953,0.0196967631876944,5,smooth,423,0.4
424,0.0067095360670811,0.0142079211309837,5,smooth,424,0.6
425,2.073301977759574,0.0025455482452769,5,smooth,425,0.8
426,0.0813841724169057,0.0157925170997903,5,smooth,426,0.0
427,3.985780586188048e-15,0.0134019659110147,5,smooth,427,0.2
428,2.8755575615628918e-15,0.0142617037537718,5,smooth,428,0.4
429,6.551115123125783e-16,0.0121969945137801,5,smooth,429,0.6
430,0.4205295475646038,0.0166697941536532,5,smooth,430,0.8
431,1.7653345369377349e-15,0.0131458542838803,5,smooth,431,0.0
432,0.1284218845611352,0.0159051802385519,5,smooth,432,0.2
433,1e-16,0.0135250875920779,5,smooth,433,0.4
434,1.231245327087672e-14,0.0128584369095164,5,smooth,434,0.6
435,0.0428981858714711,0.0151256309509662,5,smooth,435,0.8
436,1.8628981545804764,0.0076629817145641,5,smooth,436,0.0
437,0.1750096335158858,0.0161321843401896,5,smooth,437,0.2
438,1e-16,0.0137429966345809,5,smooth,438,0.4
439,1.0256503430380008,0.0179584648971871,5,smooth,439,0.6
440,1e-16,0.0136835286128418,5,smooth,440,0.8
441,0.0962890671771389,0.012770760550715,5,smooth,441,0.0
442,0.4092924670693166,0.0163284679868986,5,smooth,442,0.2
443,2.8755575615628918e-15,0.0135995950385704,5,smooth,443,0.4
444,6.551115123125783e-16,0.0128204197924881,5,smooth,444,0.6
445,0.2356800257260017,0.0164005431252179,5,smooth,445,0.8
